+------+-------------+-----------------------+-------------+-------------+
| Rank |  Drug Name  |      Target Name      | Interaction | Probability |
| 3560 |   51683.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3561 |   457831.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3562 |  4990817.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3563 |  24901704.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3564 |  54682505.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3565 |    5648.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3566 |  12004146.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3567 |   32170.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3568 |  16758824.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3569 |   131906.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3570 |  71657455.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3571 |   155806.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3572 |  56645356.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3573 |   68835.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3574 |    3356.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3575 |  44157038.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3576 |   100016.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3577 |  16070100.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3578 |  72201027.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3579 |    3219.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3580 |   39689.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3581 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3582 |  3173542.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3583 |  53239854.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3584 |  5281104.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3585 | 119081415.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3586 |  6918092.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3587 |  5328771.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3588 |  91691129.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3589 | 117853645.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3590 |   448055.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3591 |  25749233.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3592 |  4995951.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3593 |   170361.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3594 |   656604.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3595 |   65655.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3596 |    5479.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3597 |  6450813.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3598 |    1809.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3599 |    7582.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3600 |  58153740.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3601 |  1013376.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3602 |  24780598.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3603 |    5666.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3604 |   54459.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3605 |  16154490.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3606 |    5426.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3607 |   158758.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3608 |  9926832.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3609 |  4516886.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3610 |   54562.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3611 |  9927768.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3612 | 129010103.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3613 |  25154867.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3614 |   107775.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3615 |  2797577.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3616 |   60511.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3617 |   65663.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3618 |   31553.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3619 |  6435415.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3620 |   60651.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3621 |  6434871.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3622 |   26987.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3623 |  11374217.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3624 |  46919335.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3625 |   37816.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3626 |  4596836.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3627 |    2216.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3628 |    4514.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3629 |  92044400.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3630 |  3034287.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3631 |   126688.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3632 |  46241268.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3633 |    6037.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3634 |   71307.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3635 | 135409453.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3636 |   680502.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3637 |  5337997.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3638 |  78209992.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3639 |   71693.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3640 |  71712226.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3641 |   689043.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3642 |   123924.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3643 |   442894.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3644 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3645 |   393595.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3646 |   609483.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3647 |    1054.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3648 |  71533725.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3649 |  24765037.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3650 |   491941.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3651 |   984170.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3652 |  57319298.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3653 |  10138980.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3654 |   34772.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3655 |   698112.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3656 |   44564.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3657 |  1550885.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3658 |  22200891.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3659 |   188803.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3660 |   119198.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3661 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3662 |   180481.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3663 |   441289.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3664 |    5850.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3665 |  5328775.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3666 |   667639.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3667 |   439503.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3668 | 135413554.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3669 |  9943465.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3670 |  91414619.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3671 |    2141.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3672 |  50925411.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3673 |  5311037.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3674 |  71549093.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3675 |   44668.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3676 |  6604915.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3677 |    4011.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3678 |   68834.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3679 |   164509.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3680 |  5702003.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3681 |  46911532.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3682 |    5816.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3683 |  6710662.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3684 |    4848.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3685 |   99170.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3686 |    2406.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3687 |   164695.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3688 |   37463.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3689 |    2008.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3690 |  6604724.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3691 |  25260757.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3692 |  24794418.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3693 |  5281515.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3694 |   854498.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3695 |    4592.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3696 |  46931009.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3697 |  10167713.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3698 |   20864.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3699 |  5312125.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3700 |  91377724.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3701 |    5753.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3702 |  9903786.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3703 |   92095.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3704 |  10077130.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3705 |  91617630.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3706 |  3034004.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3707 |   71158.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3708 |    9429.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3709 |   72331.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3710 |  44591583.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3711 |    3869.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3712 |  10347428.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3713 |  71735843.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3714 |   60700.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3715 |    1456.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3716 |   216210.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3717 |  3045227.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3718 |  10331844.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3719 |  6509979.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3720 |   31477.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3721 |  2735313.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3722 |    5175.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3723 |    5732.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3724 |  11644726.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3725 |  22227931.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3726 |   19861.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3727 |  9880620.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3728 |    3532.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3729 |   60613.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3730 |  9882972.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3731 |   425883.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3732 |  5353431.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3733 |   529865.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3734 |   182593.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3735 |  9690109.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3736 |    3797.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3737 |   41109.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3738 |    703.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3739 |   151118.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3740 |  60126757.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3741 |    4380.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3742 | 124079498.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3743 |  5288149.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3744 |  5287620.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3745 |    5730.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3746 |    3357.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3747 |  46218908.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3748 |    4935.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3749 |  11234049.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3750 |  71661251.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3751 |   177336.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3752 |    7558.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3753 |   442912.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3754 |  57519510.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3755 |   163960.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3756 |  3103157.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3757 |   56032.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3758 |   60164.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3759 |  9828911.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3760 |  3238952.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3761 |  56949517.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3762 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3763 |   71815.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3764 |  50911934.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3765 |  53318624.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3766 |    4761.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3767 |  1016023.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3768 |  2807869.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3769 |    1967.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3770 |    2896.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3771 |   122903.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3772 |  5717801.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3773 |  90116675.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3774 |  2799764.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3775 |  9804992.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3776 |  54575456.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3777 |   183782.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3778 |  12934390.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3779 |  25062766.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3780 |  10224714.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3781 |  24779724.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3782 |  11658860.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3783 |  4013695.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3784 |   65909.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3785 |  5353454.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3786 |    4822.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3787 |   115355.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3788 |  56968072.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3789 |    5971.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3790 |    6729.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3791 |  5280343.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3792 |  24882589.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3793 |  5702266.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3794 |  40642506.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3795 |  4231127.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3796 |  16720766.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3797 |   227681.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3798 |  15951529.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3799 |  91663303.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3800 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3801 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3802 |  54072659.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3803 |  3091786.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3804 |  5329480.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3805 |  9797568.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3806 |   392622.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3807 |    4382.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3808 |    838.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3809 |    681.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3810 |    7436.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3811 |  16066663.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3812 |    3762.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3813 |  1548943.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3814 |  25109291.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3815 |  16395057.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3816 |    4641.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3817 |   24699.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3818 |   14871.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3819 |  3033877.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3820 |   160355.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3821 |   197835.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3822 |  9936746.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3823 |   51081.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3824 |   58144.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3825 |   37767.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3826 |    5243.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3827 |   17507.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3828 |   129989.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3829 |  6604872.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3830 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3831 |  11610682.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3832 |  6918155.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3833 |  6851740.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3834 |  6604931.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3835 |  5282181.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3836 |  5328769.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3837 |  6450551.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3838 |   129348.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3839 |   108143.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3840 |  78357816.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3841 |  3870203.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3842 | 135564570.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3843 |    5865.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3844 |   235414.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3845 |  5488548.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3846 |   457388.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3847 |  21678144.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3848 |  5361871.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3849 |    2107.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3850 |   285033.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3851 |    5387.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3852 |  71583615.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3853 |    4499.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3854 |  5329106.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3855 |   222284.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3856 |    370.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3857 |    2275.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3858 |    5333.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3859 |  25195461.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3860 |  3001077.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3861 |   10531.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3862 |  5282049.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3863 |  3035714.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3864 |    3998.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3865 |    6269.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3866 |   128798.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3867 |  11478363.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3868 |  5282367.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3869 |   216454.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3870 |    3624.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3871 |    4917.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3872 |  9438169.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3873 |  5478883.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3874 |   83862.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3875 |  6433110.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3876 |  11210478.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3877 |    4064.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3878 |  46846503.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3879 |   854026.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3880 |  5281614.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3881 |  6918236.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3882 |   114709.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3883 |  5218788.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3884 |    5215.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3885 |   14190.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3886 |  4314115.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3887 |   415059.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3888 |   156391.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3889 |  90479790.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3890 |  53246986.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3891 |  5284607.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3892 |  6443803.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3893 |  5283734.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3894 |  3078519.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3895 |  6604928.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3896 |   77262.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3897 |  44631827.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3898 |  24801690.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3899 |   310360.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3900 |   439260.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3901 |  5383587.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3902 |    4817.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 3903 |   37147.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
