+------+-------------+-----------------------+-------------+-------------+
| Rank |  Drug Name  |      Target Name      | Interaction | Probability |
| 920  |    248.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 921  |   637542.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 922  | 135410906.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 923  |   667575.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 924  |  16094766.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 925  |    3012.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 926  |   133621.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 927  |    2088.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 928  | 135403646.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 929  |  4077460.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 930  |  1893668.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 931  |    2019.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 932  |   53555.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 933  |   444899.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 934  |   177990.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 935  |  10201696.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 936  |  22024915.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 937  |   472335.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 938  |   446284.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 939  |   102011.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 940  |    4078.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 941  |    2973.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 942  |   71237.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 943  |  11534420.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 944  |    2799.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 945  |  5373773.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 946  |  6603827.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 947  |  2736690.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 948  |  5281004.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 949  |    4634.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 950  |   177236.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 951  |  6420045.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 952  |    938.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 953  |    936.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 954  |    8550.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 955  |    2685.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 956  |   457928.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 957  |   448281.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 958  |    2562.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 959  |    6305.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 960  |  3000518.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 961  |    2149.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 962  |    441.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 963  |  24180719.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 964  |    2871.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 965  |    4705.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 966  |    2284.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 967  |  11545419.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 968  |    3964.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 969  |  5282339.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 970  |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 971  |   446596.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 972  |  7271795.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 973  |  76967443.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 974  |  25129523.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 975  |    4602.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 976  |  11834987.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 977  |   84008.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 978  |   162147.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 979  |   65853.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 980  |   41867.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 981  |    3349.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 982  |    1153.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 983  |  5281037.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 984  |   643757.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 985  |   53001.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 986  |    3336.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 987  |  1549120.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 988  |  10130754.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 989  |   57267.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 990  |    3100.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 991  |  9918559.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 992  |  58438464.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 993  |    5443.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 994  |  6918837.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 995  |    6199.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 996  |    5878.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 997  |    4039.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 998  |  1560402.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 999  |  44819697.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1000 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1001 |   60747.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1002 |  5280724.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1003 |  11950170.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1004 |   55748.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1005 |    2049.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1006 |   107970.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1007 | 129009901.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1008 |   12035.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1009 |   164087.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1010 |    1110.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1011 |    4688.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1012 |    4642.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1013 |  5280723.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1014 |  73349077.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1015 |  44473151.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1016 |   38853.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1017 | 136187806.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1018 |   68841.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1019 |   40839.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1020 |   65649.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1021 |    3775.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1022 |  6507974.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1023 |   26903.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1024 |   35375.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1025 |  24868317.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1026 |   18283.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1027 |  86583045.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1028 |   208901.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1029 |  44246499.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1030 |  10398360.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1031 |  5328791.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1032 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1033 |   10639.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1034 |  3038485.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1035 |   133017.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1036 |   114905.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1037 |    243.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1038 |   154087.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1039 |  45006080.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1040 |   155794.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1041 |  46233311.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1042 | 129009925.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1043 |    2366.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1044 |  59757974.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1045 |    3936.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1046 |  24855958.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1047 |    6738.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1048 | 129010087.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1049 |    464.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1050 |   108029.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1051 |   94990.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1052 |    9294.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1053 |  5280934.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1054 | 135444382.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1055 |    5059.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1056 |  5280492.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1057 |  9808022.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1058 |  11317348.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1059 |   91668.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1060 |  9989505.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1061 |  46216556.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1062 |  44247568.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1063 |  5280581.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1064 |  6604756.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1065 |  11219835.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1066 |  2882155.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1067 |   67406.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1068 |   60490.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1069 |   170344.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1070 |  9876378.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1071 |  11520894.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1072 | 129009966.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1073 |  5284616.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1074 |  6442177.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1075 |  5311057.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1076 |    4652.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1077 |    5063.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1078 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1079 |  1206243.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1080 |    5452.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1081 |   66593.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1082 |  9795276.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1083 | 129010105.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1084 |  57662985.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1085 |    5952.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1086 |  3081919.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1087 |     96.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1088 |  25022668.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1089 |  5280450.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1090 |    4488.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1091 |  9910975.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1092 |    4943.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1093 | 136063437.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1094 |  5486546.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1095 |  5311390.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1096 |  9568628.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1097 |  6993341.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1098 |  10443938.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1099 |    9458.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1100 |    4886.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1101 |  72547474.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1102 |  5282411.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1103 |   442428.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1104 |  3392731.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1105 |   443953.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1106 |    5475.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1107 |  5280933.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1108 |    1779.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1109 |   72385.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1110 |  53702456.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1111 |    904.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1112 |  10668211.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1113 |   42785.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1114 |   200510.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1115 |  10223146.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1116 |    4753.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1117 |  5329150.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1118 |  25151352.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1119 |   28620.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1120 |  46848915.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1121 |    2244.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1122 |    5014.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1123 |   208925.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1124 |   29083.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1125 |   60652.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1126 |   824226.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1127 |  24856436.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1128 |  9964521.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1129 |    4486.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1130 |    1046.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1131 |  3337816.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1132 |  25071151.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1133 |  9803475.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1134 |    5055.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1135 |  44123657.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1136 |   200136.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1137 |  4534086.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1138 |    4581.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1139 |  3037934.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1140 |   134772.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1141 |    5536.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1142 |   19667.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1143 |   180496.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1144 |  42639643.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1145 |  71577426.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1146 |  5460037.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1147 |   104956.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1148 |    1645.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1149 |   10767.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1150 | 135398513.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1151 |  11527152.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1152 |  21625941.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1153 |    2662.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1154 |    6041.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1155 |  57184418.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1156 |   444031.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1157 |   46740.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1158 |  68184482.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1159 |   28871.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1160 |  2946601.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1161 |  9549289.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1162 |  3085017.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1163 |  5284329.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1164 |    2797.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1165 |  10195250.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1166 |   445649.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1167 |  9952773.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1168 |   219078.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1169 |   164013.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1170 |  6604471.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1171 |   127861.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1172 |    5994.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1173 |  5311066.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1174 |  4306515.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1175 |   38000.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1176 |   64799.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1177 |    8609.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1178 |    3348.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1179 |    444.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1180 |   127382.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1181 |   969472.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1182 |    4771.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1183 |  5702228.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1184 |   126383.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1185 |   439435.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1186 |  1549789.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1187 |    9270.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1188 |    4487.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1189 |    5374.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1190 |  9938545.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1191 |  5282379.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1192 |   444795.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1193 |    5323.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1194 |  9948102.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1195 |  1096292.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1196 |    4410.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1197 |    3114.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1198 |  6474640.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1199 |    4614.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1200 |   132846.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1201 |    5338.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1202 |    144.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1203 |   64971.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1204 |   97226.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1205 |   78094.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1206 |  11519070.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1207 |   10494.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1208 |  3571576.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1209 |   39836.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1210 |    5694.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1211 |    2405.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1212 |    9444.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1213 |    6175.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1214 |  23635314.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1215 |  5319879.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1216 |   67701.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1217 |  1269845.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1218 |  11154925.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1219 |  5388993.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1220 |    6448.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1221 |    3702.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1222 |    1176.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1223 |   64945.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1224 |   68838.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1225 |   287180.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1226 |   19266.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1227 |  9816959.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1228 |    3156.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1229 |    5902.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1230 |   667511.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1231 |    8546.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1232 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1233 | 135398512.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1234 |  4464271.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1235 |   25429.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1236 |  11570626.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1237 |   68871.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1238 |   65863.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1239 |  6918670.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1240 |  2723601.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1241 |    1045.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1242 |   15331.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1243 |   72402.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1244 |    2636.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1245 |    4476.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1246 |    5352.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1247 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1248 |     UNK     | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1249 |   151194.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1250 |  72551298.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1251 |  71580991.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1252 |    4919.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1253 |   836002.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1254 |  10219864.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1255 |   126402.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1256 |  49867941.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1257 |  6540478.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1258 |  11289644.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1259 |    4031.0   | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1260 |   114894.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1261 |  68060125.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1262 |  10404245.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1263 |   146256.0  | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1264 | 135565545.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1265 |  51371314.0 | SARS-CoV 3CL Protease |      NO     |     0.00    |
| 1266 |    564.0    | SARS-CoV 3CL Protease |      NO     |     0.00    |
